time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2019-05-10,6444.57,6133.21,6171.96,68160.13,430403405.14,6358.29,direct,
2019-05-11,7394.94,6357.02,6358.29,135248.42,933141315.95,7191.36,direct,
2019-05-12,7541.61,6793.21,7191.36,142892.25,1023203366.46,6977.63,direct,
2019-05-13,8127.75,6873.42,6977.63,149082.57,1140302646.6,7806.36,direct,
2019-05-14,8297.02,7631.34,7806.36,122383.06,976094121.29,7980.13,direct,
2019-05-15,8263.29,7849.92,7980.13,86162.62,694202804.31,8183.83,direct,
2019-05-16,8352.25,7679.05,8183.83,95341.68,762104107.69,7874.11,direct,
2019-05-17,7930.98,6668.67,7874.11,141482.93,1023961962.83,7371.96,direct,
2019-05-18,7491.67,7213.72,7371.96,41327.89,303317486.98,7266.08,direct,
2019-05-19,8281.66,7257.26,7266.08,91218.12,723011166.2,8193.14,direct,
2019-05-20,8193.14,7591.85,8193.14,80672.83,637617163.27,7998.29,direct,
2019-05-21,8102.32,7807.77,7998.29,45005.01,357803946.85,7947.93,direct,
2019-05-22,8033.76,7533.66,7947.93,54216.74,424501866.33,7626.89,direct,
2019-05-23,7971.26,7478.74,7626.89,50121.07,386766321.19,7876.5,direct,
2019-05-24,8165.45,7801.57,7876.5,51604.15,413162746.86,7996.4,direct,
2019-05-25,8140.82,7948.68,7996.4,22294.65,179206342.03,8059.13,direct,
2019-05-26,8779.0,7894.53,8059.13,57648.95,483663699.62,8726.23,direct,
2019-05-27,8931.53,8668.46,8726.23,57692.17,507164714.76,8785.17,direct,
2019-05-28,8818.71,8562.2,8785.17,41445.13,360752199.95,8718.85,direct,
2019-05-29,8760.48,8444.1,8718.85,44056.71,380343928.72,8664.56,direct,
2019-05-30,9065.89,8027.21,8664.56,95189.06,815525590.67,8276.25,direct,
2019-05-31,8570.78,8116.0,8276.25,60143.23,502056527.56,8550.67,direct,
2019-06-01,8619.21,8459.65,8550.67,26884.15,229736992.43,8555.87,direct,
2019-06-02,8819.9,8547.48,8555.87,25506.14,221708083.06,8737.91,direct,
2019-06-03,8740.24,8073.18,8737.91,63486.15,534972187.72,8114.49,direct,
2019-06-04,8114.49,7463.94,8114.49,103552.9,809220381.24,7677.47,direct,
2019-06-05,7917.14,7591.88,7677.47,49771.65,387021977.02,7791.29,direct,
2019-06-06,7872.1,7467.52,7791.29,44397.47,342084400.02,7807.36,direct,
2019-06-07,8127.63,7767.37,7807.36,51105.14,407241297.23,8002.63,direct,
2019-06-08,8058.91,7796.46,8002.63,23469.94,186055499.51,7933.78,direct,
2019-06-09,7964.75,7535.9,7933.78,30301.73,234551796.21,7643.44,direct,
2019-06-10,8061.5,7533.53,7643.44,43154.98,339520552.04,8021.0,direct,
2019-06-11,8049.78,7724.58,8021.0,35850.45,282632009.38,7917.32,direct,
2019-06-12,8250.0,7834.57,7917.32,49460.34,399065678.38,8174.14,direct,
2019-06-13,8326.2,8053.65,8174.14,38536.25,315594036.87,8235.57,direct,
2019-06-14,8724.42,8180.39,8235.57,50383.98,424131990.84,8693.96,direct,
2019-06-15,8905.14,8621.48,8693.96,38140.15,333656492.38,8853.56,direct,
2019-06-16,9372.89,8800.96,8853.56,84289.2,767025702.52,8979.18,direct,
2019-06-17,9468.85,8976.99,8979.18,65486.04,606269265.79,9336.01,direct,
2019-06-18,9357.22,8941.83,9336.01,51829.13,473016555.83,9081.71,direct,
2019-06-19,9313.18,9045.47,9081.71,32012.68,293070485.25,9280.54,direct,
2019-06-20,9600.28,9219.81,9280.54,45144.43,424436854.57,9536.85,direct,
2019-06-21,10230.86,9536.85,9536.85,77828.7,765543626.6,10218.87,direct,
2019-06-22,11207.97,10086.32,10218.87,115793.98,1240328392.49,10689.54,direct,
2019-06-23,11285.51,10513.81,10689.54,57082.02,619160985.99,10855.99,direct,
2019-06-24,11100.92,10555.71,10855.99,52118.36,565444720.43,11035.74,direct,
2019-06-25,11778.22,10992.37,11035.74,84123.73,953962631.15,11740.34,direct,
2019-06-26,13826.76,11679.1,11740.34,211449.88,2685872365.1,12913.28,direct,
2019-06-27,13314.05,10335.34,12913.28,202428.68,2345027203.81,11154.09,direct,
2019-06-28,12433.0,10772.75,11154.09,120700.97,1408438810.31,12355.06,direct,
2019-06-29,12362.9,11352.27,12355.06,81875.16,968516834.6,11884.1,direct,
2019-06-30,12200.02,10677.83,11884.1,80893.36,917158052.37,10769.05,direct,
2019-07-01,11207.0,10006.43,10769.05,115739.97,1225129699.57,10591.87,direct,
2019-07-02,10927.6,9678.1,10591.87,120994.95,1239524970.43,10844.13,direct,
2019-07-03,12009.59,10841.91,10844.13,115565.16,1313585829.89,11981.61,direct,
2019-07-04,12055.11,11067.68,11981.61,71141.03,831236841.56,11156.52,direct,
2019-07-05,11435.38,10787.94,11156.52,66066.75,734424868.07,10993.25,direct,
2019-07-06,11709.27,10985.4,10993.25,48172.2,549769169.13,11248.94,direct,
2019-07-07,11605.43,11109.42,11248.94,36847.21,418161890.29,11474.28,direct,
2019-07-08,12386.28,11339.02,11474.28,63847.27,762033323.29,12296.16,direct,
2019-07-09,12808.06,12117.31,12296.16,79607.47,993891866.34,12567.02,direct,
2019-07-10,13183.73,11569.94,12567.02,124523.09,1554955347.89,12099.12,direct,
2019-07-11,12099.91,11002.39,12099.12,102929.11,1185222449.66,11343.12,direct,
2019-07-12,11931.91,11096.61,11343.12,55994.89,647690095.15,11797.37,direct,
2019-07-13,11835.87,10827.53,11797.37,59187.84,668325183.28,11363.97,direct,
2019-07-14,11447.92,10118.85,11363.97,76310.21,814667763.32,10204.41,direct,
2019-07-15,11070.18,9877.02,10204.41,92742.77,965178341.63,10850.26,direct,
2019-07-16,11025.76,9366.82,10850.26,113537.84,1140137759.72,9423.44,direct,
2019-07-17,9982.24,9086.51,9423.44,101032.08,965256823.84,9696.15,direct,
2019-07-18,10776.54,9292.61,9696.15,102443.07,1033842556.65,10638.35,direct,
2019-07-19,10757.41,10135.16,10638.35,62995.33,658190962.53,10532.94,direct,
2019-07-20,11094.32,10379.19,10532.94,56766.57,608954333.23,10759.42,direct,
2019-07-21,10833.99,10329.89,10759.42,38379.41,405339891.1,10586.71,direct,
2019-07-22,10676.6,10072.07,10586.71,50574.02,524442852.25,10325.87,direct,
2019-07-23,10328.44,9820.61,10325.87,52754.02,529438124.08,9854.15,direct,
2019-07-24,9920.54,9535.78,9854.15,54750.78,531611909.42,9772.14,direct,
2019-07-25,10184.43,9744.7,9772.14,40285.56,403576364.36,9882.43,direct,
2019-07-26,9890.05,9668.52,9882.43,31960.31,312717110.04,9847.45,direct,
